"","tucaseid","region","state","sex","age","edu","race","hispanic","country_born","citizen","marital","home_type","famincome","tuyear","diary_mo","diary_day","holiday","occup_code","ind_code","labor_status","student_status","ptft","work_class","hourly_wage","weekly_earn","work_hrs_week","mult_jobs","partner_hh","partner_works","partner_ptft","hh_size","hh_child","hh_child_youngest_age","wt","sleeping","housework","telephone","volunteer","playing_sports","religious_activities","eating","shopping","research_homework","class","working","HHchildcare","HHadultcare","attending_socials","tiercode","dur"
"1",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,10101,505
"2",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,10201,75
"3",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,10401,15
"4",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,20201,105
"5",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,20203,30
"6",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,20501,130
"7",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,70101,30
"8",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,110101,105
"9",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,120303,135
"10",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,120312,60
"11",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,130131,45
"12",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,140101,60
"13",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,140102,60
"14",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,180701,20
"15",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,181301,20
"16",20160101161873,"west","HI","female",76,"associate degree","Asian only","no","non-US","yes","widowed","own","35000-39999",2016,1,30,"no",NA,NA,"not_in_labor_force",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,1,"no",NA,2049628.811465,505,NA,NA,NA,45,60,105,30,NA,NA,NA,NA,NA,NA,181401,45
"17",20160111151928,"west","HI","female",49,"bachelor's degree","Other","no","US","yes","married","own","75000-99999",2016,1,3,"no","mgmt_biz_finance","public_admin","employed-absent","no","FT","govt",21,1250,40,"no","spouse","no",NA,3,"no",NA,3614490.594804,390,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,10101,390
"18",20160111151928,"west","HI","female",49,"bachelor's degree","Other","no","US","yes","married","own","75000-99999",2016,1,3,"no","mgmt_biz_finance","public_admin","employed-absent","no","FT","govt",21,1250,40,"no","spouse","no",NA,3,"no",NA,3614490.594804,390,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,110101,30
"19",20160111151928,"west","HI","female",49,"bachelor's degree","Other","no","US","yes","married","own","75000-99999",2016,1,3,"no","mgmt_biz_finance","public_admin","employed-absent","no","FT","govt",21,1250,40,"no","spouse","no",NA,3,"no",NA,3614490.594804,390,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,120301,120
"20",20160111151928,"west","HI","female",49,"bachelor's degree","Other","no","US","yes","married","own","75000-99999",2016,1,3,"no","mgmt_biz_finance","public_admin","employed-absent","no","FT","govt",21,1250,40,"no","spouse","no",NA,3,"no",NA,3614490.594804,390,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,120303,365
"21",20160111151928,"west","HI","female",49,"bachelor's degree","Other","no","US","yes","married","own","75000-99999",2016,1,3,"no","mgmt_biz_finance","public_admin","employed-absent","no","FT","govt",21,1250,40,"no","spouse","no",NA,3,"no",NA,3614490.594804,390,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,181283,535
"22",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,10101,475
"23",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,10102,120
"24",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,10201,20
"25",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,20101,5
"26",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,20201,10
"27",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,20402,225
"28",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,20681,15
"29",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,40507,1
"30",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,40508,15
"31",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,70101,50
"32",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,70103,5
"33",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,70104,74
"34",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,110101,25
"35",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,120101,49
"36",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,120303,190
"37",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,120307,90
"38",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,180482,32
"39",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,180701,2
"40",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA,NA,180782,37
"41",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,10101,475
"42",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,10102,120
"43",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,10201,20
"44",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,20101,5
"45",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,20201,10
"46",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,20402,225
"47",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,20681,15
"48",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,40507,1
"49",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,40508,15
"50",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,70101,50
"51",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,70103,5
"52",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,70104,74
"53",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,110101,25
"54",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,120101,49
"55",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,120303,190
"56",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,120307,90
"57",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,180482,32
"58",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,180701,2
"59",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,5,NA,NA,NA,NA,NA,NA,180782,37
"60",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,10101,475
"61",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,10102,120
"62",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,10201,20
"63",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,20101,5
"64",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,20201,10
"65",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,20402,225
"66",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,20681,15
"67",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,40507,1
"68",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,40508,15
"69",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,70101,50
"70",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,70103,5
"71",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,70104,74
"72",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,110101,25
"73",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,120101,49
"74",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,120303,190
"75",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,120307,90
"76",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,180482,32
"77",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,180701,2
"78",20160112151861,"west","HI","female",46,"master's degree","Asian only","no","US","yes","never married","own","40000-49999",2016,1,28,"no",NA,NA,"not_in_labor_force","no",NA,NA,NA,NA,NA,NA,"none",NA,NA,2,"no",NA,4506437.307941,475,5,NA,NA,NA,NA,25,74,NA,NA,NA,NA,NA,NA,180782,37
"79",20160201160568,"west","HI","male",18,"hs diploma","Other","no","US","yes","never married","own","150000+",2016,2,21,"no","office_admin","prof_biz_svcs","employed-at work","yes","PT","private",10.5,201,20,"no","none",NA,NA,6,"yes",16,9250554.77584,720,NA,NA,NA,NA,NA,5,35,NA,NA,NA,NA,NA,NA,10101,720
"80",20160201160568,"west","HI","male",18,"hs diploma","Other","no","US","yes","never married","own","150000+",2016,2,21,"no","office_admin","prof_biz_svcs","employed-at work","yes","PT","private",10.5,201,20,"no","none",NA,NA,6,"yes",16,9250554.77584,720,NA,NA,NA,NA,NA,5,35,NA,NA,NA,NA,NA,NA,10201,120
"81",20160201160568,"west","HI","male",18,"hs diploma","Other","no","US","yes","never married","own","150000+",2016,2,21,"no","office_admin","prof_biz_svcs","employed-at work","yes","PT","private",10.5,201,20,"no","none",NA,NA,6,"yes",16,9250554.77584,720,NA,NA,NA,NA,NA,5,35,NA,NA,NA,NA,NA,NA,70103,35
"82",20160201160568,"west","HI","male",18,"hs diploma","Other","no","US","yes","never married","own","150000+",2016,2,21,"no","office_admin","prof_biz_svcs","employed-at work","yes","PT","private",10.5,201,20,"no","none",NA,NA,6,"yes",16,9250554.77584,720,NA,NA,NA,NA,NA,5,35,NA,NA,NA,NA,NA,NA,70104,12
"83",20160201160568,"west","HI","male",18,"hs diploma","Other","no","US","yes","never married","own","150000+",2016,2,21,"no","office_admin","prof_biz_svcs","employed-at work","yes","PT","private",10.5,201,20,"no","none",NA,NA,6,"yes",16,9250554.77584,720,NA,NA,NA,NA,NA,5,35,NA,NA,NA,NA,NA,NA,110101,5
"84",20160201160568,"west","HI","male",18,"hs diploma","Other","no","US","yes","never married","own","150000+",2016,2,21,"no","office_admin","prof_biz_svcs","employed-at work","yes","PT","private",10.5,201,20,"no","none",NA,NA,6,"yes",16,9250554.77584,720,NA,NA,NA,NA,NA,5,35,NA,NA,NA,NA,NA,NA,120101,10
